ds_dir,code,description
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/Omon/all/gn,noleap,time grid of first file must be fixed: thetaoga_Omon_SAM0-UNICON_piControl_r1i1p1f1_gn_000101-001012.nc
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/SImon/siconca/gn,try-again,use only v20190910 version of the files
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/SImon/siconc/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/SImon/sisnconc/gn,try-again,they skip year 0290 in the middle of the run!
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/SImon/sithick/gn,try-again,use only v20190910 version of the files
CMIP/SNU/SAM0-UNICON/piControl/r1i1p1f1/SImon/sivol/gn,try-again,very strange file needs to be deleted: only use nctemp/sivol_SImon_SAM0-UNICON_piControl_r1i1p1f1_gn_0??1*
CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/SImon/siconc/gn,local,NetCDF: Access failure
CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/SImon/sisnconc/gn,local,NetCDF: Access failure
CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/SImon/sisnthick/gn,local,NetCDF: Access failure
CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/SImon/sisnthick/gn,local,NetCDF: Access failure
CMIP/AS-RCEC/TaiESM1/historical/r1i1p1f1/6hrLev/all/gn,noUse,ALL ZEROS - will not concatenate in time
CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/agessc/gn,noUse,conflicting values for variable 'vertices_latitude' on objects to be combined
CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/uo/gn,noUse,conflicting values for variable 'vertices_latitude' on objects to be combined
CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/Omon/vo/gn,noUse,conflicting values for variable 'vertices_latitude' on objects to be combined
CMIP/MOHC/UKESM1-0-LL/historical/r1i1p1f2/Omon/prra/gn,noUse,conflicting values for variable 'vertices_latitude' on objects to be combined
CMIP/CSIRO/ACCESS-ESM1-5/historical/r1i1p1f1/Oyr/detoc/gn,local,NetCDF: Access failure
CMIP/MOHC/UKESM1-0-LL/piControl/r1i1p1f2/CFmon/clisccp/gn,local,NetCDF: Access failure
CMIP/MPI-M/MPI-ESM1-2-HR/piControl/r1i1p1f1/Amon/rlutcs/gn,local,I/O failure
CMIP/IPSL/IPSL-CM6A-LR/historical/r1i1p1f1/Oyr/all/gn,local,NetCDF: Access failure
CMIP/NCC/NorCPM1/historical/all/Amon/all/gn,override,latitudes do not match
CMIP/EC-Earth-Consortium/EC-Earth3/historical/r3i1p1f1/Amon/prc/gr,noUse,error in open_mfdataset
CMIP/EC-Earth-Consortium/EC-Earth3/historical/r13i1p1f1/Amon/evspsbl/gr,noUse,trouble with time grid
CMIP/EC-Earth-Consortium/EC-Earth3/historical/r20i1p1f1/day/pr/gr,noUse,to_zarr failure
CMIP/EC-Earth-Consortium/EC-Earth3/historical/r20i1p1f1/day/tas/gr,noUse,to_zarr failure
CMIP/EC-Earth-Consortium/EC-Earth2/historical/r3i1p1f1/day/tas/gr,noUse,error in open_mfdataset
CMIP/EC-Earth-Consortium/EC-Earth2/historical/r3i1p1f1/day/pr/gr,noUse,error in open_mfdataset
